state/region,ages,year,population,state,area (sq. mi),인구밀도
AL,under18,2012.0,1117489.0,Alabama,52423.0,21.31676935696164
AL,total,2012.0,4817528.0,Alabama,52423.0,91.89722068557694
AL,under18,2010.0,1130966.0,Alabama,52423.0,21.57385117219541
AL,total,2010.0,4785570.0,Alabama,52423.0,91.28760276977663
AL,under18,2011.0,1125763.0,Alabama,52423.0,21.47460084314137
AL,total,2011.0,4801627.0,Alabama,52423.0,91.59389962421075
AL,total,2009.0,4757938.0,Alabama,52423.0,90.76050588482154
AL,under18,2009.0,1134192.0,Alabama,52423.0,21.63538904679244
AL,under18,2013.0,1111481.0,Alabama,52423.0,21.202163172653226
AL,total,2013.0,4833722.0,Alabama,52423.0,92.2061308967438
AL,total,2007.0,4672840.0,Alabama,52423.0,89.13721076626672
AL,under18,2007.0,1132296.0,Alabama,52423.0,21.59922171565916
AL,total,2008.0,4718206.0,Alabama,52423.0,90.00259428113614
AL,under18,2008.0,1134927.0,Alabama,52423.0,21.649409610285563
AL,total,2005.0,4569805.0,Alabama,52423.0,87.1717566716899
AL,under18,2005.0,1117229.0,Alabama,52423.0,21.311809701848425
AL,total,2006.0,4628981.0,Alabama,52423.0,88.30057417545734
AL,under18,2006.0,1126798.0,Alabama,52423.0,21.494344085611278
AL,total,2004.0,4530729.0,Alabama,52423.0,86.42635865936707
AL,under18,2004.0,1113662.0,Alabama,52423.0,21.24376704881445
AL,total,2003.0,4503491.0,Alabama,52423.0,85.90677755946817
AL,under18,2003.0,1113083.0,Alabama,52423.0,21.232722278389257
AL,total,2001.0,4467634.0,Alabama,52423.0,85.22278389256624
AL,under18,2001.0,1120409.0,Alabama,52423.0,21.372470099002346
AL,total,2002.0,4480089.0,Alabama,52423.0,85.46037044808577
AL,under18,2002.0,1116590.0,Alabama,52423.0,21.299620395627873
AL,under18,1999.0,1121287.0,Alabama,52423.0,21.389218472807737
AL,total,1999.0,4430141.0,Alabama,52423.0,84.50758254964424
AL,total,2000.0,4452173.0,Alabama,52423.0,84.92785609369933
AL,under18,2000.0,1122273.0,Alabama,52423.0,21.40802701104477
AL,total,1998.0,4404701.0,Alabama,52423.0,84.02229937241287
AL,under18,1998.0,1118252.0,Alabama,52423.0,21.331324037159263
AL,under18,1997.0,1122893.0,Alabama,52423.0,21.419853880930127
AL,total,1997.0,4367935.0,Alabama,52423.0,83.32096598821128
AL,total,1996.0,4331103.0,Alabama,52423.0,82.61837361463479
AL,total,1995.0,4296800.0,Alabama,52423.0,81.96402342483262
AL,under18,1995.0,1110553.0,Alabama,52423.0,21.18446101901837
AL,under18,1996.0,1112092.0,Alabama,52423.0,21.213818362169278
AL,total,1994.0,4260229.0,Alabama,52423.0,81.26640978196593
AL,total,1993.0,4214202.0,Alabama,52423.0,80.38841729775099
AL,under18,1993.0,1085606.0,Alabama,52423.0,20.708582110905517
AL,under18,1994.0,1097180.0,Alabama,52423.0,20.929363065829882
AL,under18,1992.0,1072873.0,Alabama,52423.0,20.465692539534174
AL,total,1992.0,4154014.0,Alabama,52423.0,79.2402952902352
AL,total,1991.0,4099156.0,Alabama,52423.0,78.1938462125403
AL,under18,1991.0,1060794.0,Alabama,52423.0,20.23527840833222
AL,under18,1990.0,1050041.0,Alabama,52423.0,20.030158518207656
AL,total,1990.0,4050055.0,Alabama,52423.0,77.2572153444099
AK,total,1990.0,553290.0,Alaska,656425.0,0.8428838024145942
AK,under18,1990.0,177502.0,Alaska,656425.0,0.2704071295273641
AK,total,1992.0,588736.0,Alaska,656425.0,0.8968823551814754
AK,under18,1991.0,182180.0,Alaska,656425.0,0.2775336100849297
AK,under18,1992.0,184878.0,Alaska,656425.0,0.2816437521422859
AK,total,1994.0,603308.0,Alaska,656425.0,0.9190813878203907
AK,under18,1994.0,187439.0,Alaska,656425.0,0.28554518794988004
AK,total,1991.0,570193.0,Alaska,656425.0,0.8686338881060288
AK,total,1993.0,599434.0,Alaska,656425.0,0.9131797235023041
AK,under18,1993.0,187190.0,Alaska,656425.0,0.2851658605324294
AK,total,1995.0,604412.0,Alaska,656425.0,0.9207632250447499
AK,under18,1995.0,184990.0,Alaska,656425.0,0.2818143733099745
AK,total,1996.0,608569.0,Alaska,656425.0,0.9270960124919069
AK,under18,1996.0,185360.0,Alaska,656425.0,0.2823780325246601
AK,under18,1997.0,188280.0,Alaska,656425.0,0.28682637011082757
AK,under18,1998.0,192636.0,Alaska,656425.0,0.2934623148112884
AK,total,1998.0,619933.0,Alaska,656425.0,0.9444079673991698
AK,total,1997.0,612968.0,Alaska,656425.0,0.9337974635335339
AK,under18,1999.0,191422.0,Alaska,656425.0,0.29161290322580646
AK,total,1999.0,624779.0,Alaska,656425.0,0.9517903797082683
AK,total,2000.0,627963.0,Alaska,656425.0,0.9566408957611303
AK,under18,2000.0,190615.0,Alaska,656425.0,0.29038351677647867
AK,total,2001.0,633714.0,Alaska,656425.0,0.9654019880412842
AK,under18,2001.0,188771.0,Alaska,656425.0,0.2875743611227482
AK,total,2002.0,642337.0,Alaska,656425.0,0.9785382945500247
AK,under18,2002.0,188482.0,Alaska,656425.0,0.2871340975739803
AK,total,2003.0,648414.0,Alaska,656425.0,0.9877960163004151
AK,under18,2003.0,186843.0,Alaska,656425.0,0.2846372395932513
AK,total,2004.0,659286.0,Alaska,656425.0,1.0043584567924744
AK,under18,2004.0,186335.0,Alaska,656425.0,0.2838633507255208
AK,total,2005.0,666946.0,Alaska,656425.0,1.0160277259397494
AK,under18,2005.0,185304.0,Alaska,656425.0,0.2822927219408158
AK,total,2006.0,675302.0,Alaska,656425.0,1.0287572837719465
AK,under18,2006.0,185580.0,Alaska,656425.0,0.2827131812469056
AK,total,2007.0,680300.0,Alaska,656425.0,1.036371253380051
AK,under18,2007.0,184344.0,Alaska,656425.0,0.2808302547891991
AK,total,2008.0,687455.0,Alaska,656425.0,1.0472712038694443
AK,under18,2008.0,183124.0,Alaska,656425.0,0.2789717027840195
AK,under18,2013.0,188132.0,Alaska,656425.0,0.28660090642495334
AK,total,2013.0,735132.0,Alaska,656425.0,1.1199025021898923
AK,total,2009.0,698895.0,Alaska,656425.0,1.0646989374262101
AK,under18,2009.0,186351.0,Alaska,656425.0,0.2838877251780478
AK,under18,2010.0,187902.0,Alaska,656425.0,0.2862505236698785
AK,total,2010.0,713868.0,Alaska,656425.0,1.087508854781582
AK,under18,2011.0,188329.0,Alaska,656425.0,0.28690101687169134
AK,total,2011.0,723375.0,Alaska,656425.0,1.1019918497924364
AK,under18,2012.0,188162.0,Alaska,656425.0,0.28664660852344137
AK,total,2012.0,730307.0,Alaska,656425.0,1.1125520813497354
AZ,under18,2012.0,1617149.0,Arizona,114006.0,14.184770976966124
AZ,total,2012.0,6551149.0,Arizona,114006.0,57.46319491956564
AZ,under18,2011.0,1616353.0,Arizona,114006.0,14.177788888304125
AZ,total,2011.0,6468796.0,Arizona,114006.0,56.740838201498164
AZ,under18,2010.0,1628563.0,Arizona,114006.0,14.284888514639581
AZ,total,2010.0,6408790.0,Arizona,114006.0,56.214497482588634
AZ,under18,2013.0,1616814.0,Arizona,114006.0,14.18183253512973
AZ,total,2013.0,6626624.0,Arizona,114006.0,58.12522147957125
AZ,total,2009.0,6343154.0,Arizona,114006.0,55.63877339789134
AZ,under18,2009.0,1627343.0,Arizona,114006.0,14.274187323474203
AZ,total,2007.0,6167681.0,Arizona,114006.0,54.09961756398786
AZ,under18,2007.0,1607895.0,Arizona,114006.0,14.103599810536288
AZ,total,2008.0,6280362.0,Arizona,114006.0,55.08799536866481
AZ,under18,2008.0,1628651.0,Arizona,114006.0,14.285660403838394
AZ,total,2005.0,5839077.0,Arizona,114006.0,51.217278037998
AZ,under18,2005.0,1529168.0,Arizona,114006.0,13.413048436047225
AZ,total,2006.0,6029141.0,Arizona,114006.0,52.884418363945755
AZ,under18,2006.0,1574867.0,Arizona,114006.0,13.813895759872288
AZ,total,2004.0,5652404.0,Arizona,114006.0,49.57988176060909
AZ,under18,2004.0,1484454.0,Arizona,114006.0,13.02084100836798
AZ,total,2003.0,5510364.0,Arizona,114006.0,48.333982421977794
AZ,under18,2003.0,1453671.0,Arizona,114006.0,12.750828903741908
AZ,total,2001.0,5273477.0,Arizona,114006.0,46.256135641983754
AZ,under18,2001.0,1399015.0,Arizona,114006.0,12.271415539533008
AZ,total,2002.0,5396255.0,Arizona,114006.0,47.33307896075645
AZ,under18,2002.0,1427938.0,Arizona,114006.0,12.525112713365964
AZ,under18,1999.0,1332396.0,Arizona,114006.0,11.68706910162623
AZ,total,1999.0,5023823.0,Arizona,114006.0,44.0663035278845
AZ,total,2000.0,5160586.0,Arizona,114006.0,45.26591582899146
AZ,under18,2000.0,1373414.0,Arizona,114006.0,12.046857182955282
AZ,total,1998.0,4883342.0,Arizona,114006.0,42.834078908127644
AZ,under18,1998.0,1285794.0,Arizona,114006.0,11.278301142045155
AZ,total,1997.0,4736990.0,Arizona,114006.0,41.55035699875445
AZ,under18,1997.0,1237159.0,Arizona,114006.0,10.851700787677842
AZ,under18,1996.0,1215285.0,Arizona,114006.0,10.65983369296353
AZ,total,1996.0,4586940.0,Arizona,114006.0,40.23419820009473
AZ,total,1995.0,4432499.0,Arizona,114006.0,38.87952388470782
AZ,under18,1995.0,1173391.0,Arizona,114006.0,10.292361805519008
AZ,total,1993.0,4065440.0,Arizona,114006.0,35.65987755030437
AZ,under18,1993.0,1094233.0,Arizona,114006.0,9.59802992824939
AZ,under18,1994.0,1119857.0,Arizona,114006.0,9.822790028594985
AZ,total,1994.0,4245089.0,Arizona,114006.0,37.23566303527885
AZ,under18,1992.0,1055572.0,Arizona,114006.0,9.25891619739312
AZ,under18,1991.0,1028285.0,Arizona,114006.0,9.01956914548357
AZ,total,1991.0,3788576.0,Arizona,114006.0,33.23137378734452
AZ,total,1992.0,3915740.0,Arizona,114006.0,34.34678876550357
AZ,under18,1990.0,1006040.0,Arizona,114006.0,8.824447836078804
AZ,total,1990.0,3684097.0,Arizona,114006.0,32.31493956458432
AR,under18,1990.0,620933.0,Arkansas,53182.0,11.675623331202287
AR,total,1990.0,2356586.0,Arkansas,53182.0,44.3117220112068
AR,total,1991.0,2383144.0,Arkansas,53182.0,44.81110150050769
AR,under18,1991.0,626212.0,Arkansas,53182.0,11.774886239705163
AR,under18,1992.0,638269.0,Arkansas,53182.0,12.001598285134069
AR,total,1992.0,2415984.0,Arkansas,53182.0,45.42860366289346
AR,under18,1994.0,653842.0,Arkansas,53182.0,12.29442292504983
AR,total,1994.0,2494019.0,Arkansas,53182.0,46.8959234327404
AR,total,1993.0,2456303.0,Arkansas,53182.0,46.18673611372269
AR,under18,1993.0,643474.0,Arkansas,53182.0,12.09946974540258
AR,under18,1995.0,667671.0,Arkansas,53182.0,12.55445451468542
AR,total,1995.0,2535399.0,Arkansas,53182.0,47.6740062427137
AR,under18,1996.0,677912.0,Arkansas,53182.0,12.747019668308827
AR,total,1996.0,2572109.0,Arkansas,53182.0,48.364277387085856
AR,under18,1998.0,683637.0,Arkansas,53182.0,12.854668872926931
AR,total,1997.0,2601091.0,Arkansas,53182.0,48.90923620773946
AR,under18,1997.0,680203.0,Arkansas,53182.0,12.790098153510586
AR,total,1998.0,2626289.0,Arkansas,53182.0,49.38304313489527
AR,total,2000.0,2678588.0,Arkansas,53182.0,50.36643977285548
AR,under18,2000.0,680378.0,Arkansas,53182.0,12.793388740551315
AR,under18,1999.0,681940.0,Arkansas,53182.0,12.822759580309127
AR,total,1999.0,2651860.0,Arkansas,53182.0,49.86386371328645
AR,total,2002.0,2705927.0,Arkansas,53182.0,50.88050468203527
AR,under18,2002.0,678798.0,Arkansas,53182.0,12.763679440412169
AR,total,2001.0,2691571.0,Arkansas,53182.0,50.610563724568465
AR,under18,2001.0,679606.0,Arkansas,53182.0,12.778872550863074
AR,total,2004.0,2749686.0,Arkansas,53182.0,51.703320672407955
AR,under18,2004.0,683166.0,Arkansas,53182.0,12.845812492948742
AR,total,2003.0,2724816.0,Arkansas,53182.0,51.2356812455342
AR,under18,2003.0,679579.0,Arkansas,53182.0,12.778364860291076
AR,total,2006.0,2821761.0,Arkansas,53182.0,53.05857244932496
AR,under18,2006.0,697842.0,Arkansas,53182.0,13.121770523861457
AR,total,2005.0,2781097.0,Arkansas,53182.0,52.293952841186865
AR,under18,2005.0,689787.0,Arkansas,53182.0,12.970309503215374
AR,total,2008.0,2874554.0,Arkansas,53182.0,54.05125794441729
AR,under18,2008.0,705725.0,Arkansas,53182.0,13.269997367530367
AR,total,2007.0,2848650.0,Arkansas,53182.0,53.56417584897146
AR,under18,2007.0,702737.0,Arkansas,53182.0,13.21381294422925
AR,total,2009.0,2896843.0,Arkansas,53182.0,54.470365913278926
AR,under18,2009.0,707886.0,Arkansas,53182.0,13.31063141664473
AR,under18,2013.0,709866.0,Arkansas,53182.0,13.347862058591252
AR,total,2013.0,2959373.0,Arkansas,53182.0,55.646139671317364
AR,under18,2011.0,710576.0,Arkansas,53182.0,13.361212440299349
AR,total,2011.0,2938506.0,Arkansas,53182.0,55.25377007258095
AR,under18,2010.0,711947.0,Arkansas,53182.0,13.38699183934414
AR,total,2010.0,2922280.0,Arkansas,53182.0,54.94866684216464
AR,under18,2012.0,710471.0,Arkansas,53182.0,13.359238088074912
AR,total,2012.0,2949828.0,Arkansas,53182.0,55.466661652438795
CA,under18,2012.0,9209007.0,California,163707.0,56.25298246257032
CA,total,2012.0,37999878.0,California,163707.0,232.12127764848174
CA,under18,2011.0,9252336.0,California,163707.0,56.517656544924776
CA,total,2011.0,37668681.0,California,163707.0,230.09816929025638
CA,under18,2010.0,9284094.0,California,163707.0,56.71164947131155
CA,total,2010.0,37333601.0,California,163707.0,228.051341726377
CA,under18,2013.0,9174877.0,California,163707.0,56.04450023517626
CA,total,2013.0,38332521.0,California,163707.0,234.15321886052521
CA,total,2009.0,36961229.0,California,163707.0,225.77671693941005
CA,under18,2009.0,9294501.0,California,163707.0,56.77522036320988
CA,total,2007.0,36250311.0,California,163707.0,221.43409261668714
CA,under18,2007.0,9335620.0,California,163707.0,57.02639471739144
CA,total,2008.0,36604337.0,California,163707.0,223.5966513343962
CA,under18,2008.0,9321621.0,California,163707.0,56.94088218585644
CA,total,2005.0,35827943.0,California,163707.0,218.85406854929843
CA,under18,2005.0,9405565.0,California,163707.0,57.453651951352114
CA,total,2006.0,36021202.0,California,163707.0,220.03458618140948
CA,under18,2006.0,9370884.0,California,163707.0,57.241803954626256
CA,total,2003.0,35253159.0,California,163707.0,215.34301526507724
CA,under18,2003.0,9404594.0,California,163707.0,57.447720622820036
CA,total,2004.0,35574576.0,California,163707.0,217.30638274478184
CA,under18,2004.0,9418497.0,California,163707.0,57.532646740823544
CA,total,2001.0,34479458.0,California,163707.0,210.6168826012327
CA,under18,2001.0,9325466.0,California,163707.0,56.96436926948756
CA,total,2002.0,34871843.0,California,163707.0,213.01375628409292
CA,under18,2002.0,9365142.0,California,163707.0,57.20672909527387
CA,under18,1999.0,9207878.0,California,163707.0,56.246085995101005
CA,total,1999.0,33499204.0,California,163707.0,204.629026248114
CA,total,2000.0,33987977.0,California,163707.0,207.6146835504896
CA,under18,2000.0,9267089.0,California,163707.0,56.6077748660717
CA,under18,1998.0,9163238.0,California,163707.0,55.973403702957114
CA,total,1998.0,32987675.0,California,163707.0,201.50436450487763
CA,under18,1997.0,9135359.0,California,163707.0,55.803105548327196
CA,total,1997.0,32486010.0,California,163707.0,198.43995675200205
CA,under18,1996.0,9079519.0,California,163707.0,55.46200834417588
CA,total,1996.0,32018834.0,California,163707.0,195.58622416878936
CA,total,1995.0,31696582.0,California,163707.0,193.61775611305563
CA,under18,1995.0,8920578.0,California,163707.0,54.49112133262475
CA,total,1993.0,31274928.0,California,163707.0,191.04209349630742
CA,under18,1993.0,8624810.0,California,163707.0,52.68443010989145
CA,under18,1994.0,8790058.0,California,163707.0,53.69384326876676
CA,total,1994.0,31484435.0,California,163707.0,192.32186161862353
CA,total,1991.0,30470736.0,California,163707.0,186.12970734299694
CA,under18,1991.0,8245605.0,California,163707.0,50.368066118125675
CA,under18,1992.0,8439647.0,California,163707.0,51.55336668560294
CA,total,1992.0,30974659.0,California,163707.0,189.20790803081115
CA,under18,1990.0,7980501.0,California,163707.0,48.74868515090986
CA,total,1990.0,29959515.0,California,163707.0,183.00692700984075
CO,total,1990.0,3307618.0,Colorado,104100.0,31.77346781940442
CO,under18,1990.0,881640.0,Colorado,104100.0,8.469164265129683
CO,total,1992.0,3495939.0,Colorado,104100.0,33.58250720461095
CO,under18,1992.0,925577.0,Colorado,104100.0,8.891229586935639
CO,under18,1991.0,896537.0,Colorado,104100.0,8.612267050912584
CO,total,1991.0,3387119.0,Colorado,104100.0,32.53716618635927
CO,total,1994.0,3724168.0,Colorado,104100.0,35.77490874159462
CO,under18,1994.0,966412.0,Colorado,104100.0,9.283496637848224
CO,under18,1993.0,947806.0,Colorado,104100.0,9.1047646493756
CO,total,1993.0,3613734.0,Colorado,104100.0,34.71406340057637
CO,under18,1995.0,984310.0,Colorado,104100.0,9.455427473583093
CO,total,1995.0,3826653.0,Colorado,104100.0,36.759394812680114
CO,total,1996.0,3919972.0,Colorado,104100.0,37.65583093179635
CO,under18,1996.0,1003946.0,Colorado,104100.0,9.644053794428434
CO,under18,1997.0,1030557.0,Colorado,104100.0,9.899682997118155
CO,total,1997.0,4018293.0,Colorado,104100.0,38.600317002881845
CO,total,1998.0,4116639.0,Colorado,104100.0,39.54504322766571
CO,under18,1998.0,1060066.0,Colorado,104100.0,10.183150816522575
CO,total,2000.0,4326921.0,Colorado,104100.0,41.565043227665704
CO,under18,2000.0,1106676.0,Colorado,104100.0,10.630893371757924
CO,total,1999.0,4226018.0,Colorado,104100.0,40.59575408261287
CO,under18,1999.0,1083938.0,Colorado,104100.0,10.412468780019212
CO,total,2002.0,4490406.0,Colorado,104100.0,43.13550432276657
CO,under18,2002.0,1138273.0,Colorado,104100.0,10.934418828049951
CO,total,2001.0,4425687.0,Colorado,104100.0,42.51380403458213
CO,under18,2001.0,1126647.0,Colorado,104100.0,10.822737752161384
CO,total,2004.0,4575013.0,Colorado,104100.0,43.94825168107589
CO,under18,2004.0,1146369.0,Colorado,104100.0,11.012190201729107
CO,total,2003.0,4528732.0,Colorado,104100.0,43.50366954851105
CO,under18,2003.0,1144597.0,Colorado,104100.0,10.995168107588857
CO,total,2006.0,4720423.0,Colorado,104100.0,45.34508165225744
CO,under18,2006.0,1171832.0,Colorado,104100.0,11.256791546589817
CO,total,2005.0,4631888.0,Colorado,104100.0,44.49460134486071
CO,under18,2005.0,1156399.0,Colorado,104100.0,11.10853986551393
CO,total,2008.0,4889730.0,Colorado,104100.0,46.97146974063401
CO,under18,2008.0,1203289.0,Colorado,104100.0,11.558972142170989
CO,total,2007.0,4803868.0,Colorado,104100.0,46.14666666666667
CO,under18,2007.0,1189434.0,Colorado,104100.0,11.425878962536023
CO,total,2009.0,4972195.0,Colorado,104100.0,47.763640730067245
CO,under18,2009.0,1217213.0,Colorado,104100.0,11.69272814601345
CO,under18,2013.0,1237932.0,Colorado,104100.0,11.891757925072046
CO,total,2013.0,5268367.0,Colorado,104100.0,50.60871277617675
CO,under18,2010.0,1226619.0,Colorado,104100.0,11.783083573487032
CO,total,2010.0,5048196.0,Colorado,104100.0,48.49371757925072
CO,under18,2011.0,1230178.0,Colorado,104100.0,11.81727185398655
CO,total,2011.0,5118400.0,Colorado,104100.0,49.16810758885687
CO,under18,2012.0,1232864.0,Colorado,104100.0,11.843073967339096
CO,total,2012.0,5189458.0,Colorado,104100.0,49.85070124879923
CT,under18,2012.0,794959.0,Connecticut,5544.0,143.390873015873
CT,total,2012.0,3591765.0,Connecticut,5544.0,647.8652597402597
CT,under18,2011.0,805109.0,Connecticut,5544.0,145.2216810966811
CT,total,2011.0,3588948.0,Connecticut,5544.0,647.3571428571429
CT,under18,2010.0,814187.0,Connecticut,5544.0,146.859126984127
CT,total,2010.0,3579210.0,Connecticut,5544.0,645.6006493506494
CT,under18,2013.0,785566.0,Connecticut,5544.0,141.69660894660893
CT,total,2013.0,3596080.0,Connecticut,5544.0,648.6435786435786
CT,total,2009.0,3561807.0,Connecticut,5544.0,642.46158008658
CT,under18,2009.0,820839.0,Connecticut,5544.0,148.0589826839827
CT,total,2007.0,3527270.0,Connecticut,5544.0,636.2319624819625
CT,under18,2007.0,833484.0,Connecticut,5544.0,150.33982683982683
CT,total,2008.0,3545579.0,Connecticut,5544.0,639.5344516594516
CT,under18,2008.0,826626.0,Connecticut,5544.0,149.10281385281385
CT,total,2005.0,3506956.0,Connecticut,5544.0,632.5678210678211
CT,under18,2005.0,844034.0,Connecticut,5544.0,152.242784992785
CT,total,2006.0,3517460.0,Connecticut,5544.0,634.462481962482
CT,under18,2006.0,839372.0,Connecticut,5544.0,151.4018759018759
CT,total,2003.0,3484336.0,Connecticut,5544.0,628.4877344877345
CT,under18,2003.0,851115.0,Connecticut,5544.0,153.52002164502164
CT,total,2004.0,3496094.0,Connecticut,5544.0,630.6085858585859
CT,under18,2004.0,848979.0,Connecticut,5544.0,153.13474025974025
CT,total,2001.0,3432835.0,Connecticut,5544.0,619.1982323232323
CT,under18,2001.0,845850.0,Connecticut,5544.0,152.57034632034632
CT,total,2002.0,3458749.0,Connecticut,5544.0,623.8724747474747
CT,under18,2002.0,848877.0,Connecticut,5544.0,153.11634199134198
CT,total,1999.0,3386401.0,Connecticut,5544.0,610.8226911976911
CT,under18,1999.0,834654.0,Connecticut,5544.0,150.5508658008658
CT,total,2000.0,3411777.0,Connecticut,5544.0,615.3998917748918
CT,under18,2000.0,842242.0,Connecticut,5544.0,151.91955266955267
CT,under18,1998.0,824600.0,Connecticut,5544.0,148.73737373737373
CT,total,1998.0,3365352.0,Connecticut,5544.0,607.025974025974
CT,total,1997.0,3349348.0,Connecticut,5544.0,604.1392496392497
CT,under18,1997.0,814373.0,Connecticut,5544.0,146.89267676767676
CT,under18,1996.0,811855.0,Connecticut,5544.0,146.43849206349208
CT,total,1996.0,3336685.0,Connecticut,5544.0,601.8551587301587
CT,total,1995.0,3324144.0,Connecticut,5544.0,599.5930735930735
CT,under18,1995.0,808623.0,Connecticut,5544.0,145.8555194805195
CT,total,1993.0,3309175.0,Connecticut,5544.0,596.8930375180375
CT,under18,1993.0,790749.0,Connecticut,5544.0,142.6314935064935
CT,under18,1994.0,801231.0,Connecticut,5544.0,144.52218614718615
CT,total,1994.0,3316121.0,Connecticut,5544.0,598.1459235209235
CT,under18,1991.0,766304.0,Connecticut,5544.0,138.22222222222223
CT,total,1991.0,3302895.0,Connecticut,5544.0,595.7602813852814
CT,under18,1992.0,777264.0,Connecticut,5544.0,140.1991341991342
CT,total,1992.0,3300712.0,Connecticut,5544.0,595.3665223665224
CT,total,1990.0,3291967.0,Connecticut,5544.0,593.7891414141415
CT,under18,1990.0,752666.0,Connecticut,5544.0,135.76226551226551
DE,under18,1990.0,165628.0,Delaware,1954.0,84.76356192425793
DE,total,1990.0,669567.0,Delaware,1954.0,342.66479017400206
DE,under18,1992.0,174166.0,Delaware,1954.0,89.13306038894575
DE,total,1992.0,694927.0,Delaware,1954.0,355.64329580348004
DE,total,1991.0,683080.0,Delaware,1954.0,349.58034800409416
DE,under18,1991.0,169910.0,Delaware,1954.0,86.95496417604913
DE,total,1994.0,717545.0,Delaware,1954.0,367.2185261003071
DE,under18,1994.0,180833.0,Delaware,1954.0,92.54503582395087
DE,total,1993.0,706378.0,Delaware,1954.0,361.503582395087
DE,under18,1993.0,176916.0,Delaware,1954.0,90.54042988741044
DE,under18,1995.0,181736.0,Delaware,1954.0,93.007164790174
DE,total,1995.0,729735.0,Delaware,1954.0,373.457011258956
DE,total,1996.0,740978.0,Delaware,1954.0,379.21084953940635
DE,under18,1996.0,184021.0,Delaware,1954.0,94.17656090071648
DE,under18,1997.0,186607.0,Delaware,1954.0,95.5
DE,total,1997.0,751487.0,Delaware,1954.0,384.58904810644833
DE,total,1998.0,763335.0,Delaware,1954.0,390.6525076765609
DE,under18,1998.0,189302.0,Delaware,1954.0,96.8792221084954
DE,total,2000.0,786373.0,Delaware,1954.0,402.442681678608
DE,under18,2000.0,194914.0,Delaware,1954.0,99.75127942681678
DE,total,1999.0,774990.0,Delaware,1954.0,396.6171954964176
DE,under18,1999.0,192510.0,Delaware,1954.0,98.52098259979529
DE,total,2002.0,806169.0,Delaware,1954.0,412.57369498464686
DE,under18,2002.0,196946.0,Delaware,1954.0,100.79119754350052
DE,total,2001.0,795699.0,Delaware,1954.0,407.2154554759468
DE,under18,2001.0,196038.0,Delaware,1954.0,100.32650972364381
DE,total,2004.0,830803.0,Delaware,1954.0,425.1806550665302
DE,under18,2004.0,199631.0,Delaware,1954.0,102.16530194472877
DE,total,2003.0,818003.0,Delaware,1954.0,418.62998976458545
DE,under18,2003.0,198045.0,Delaware,1954.0,101.35363357215967
DE,total,2006.0,859268.0,Delaware,1954.0,439.7482088024565
DE,under18,2006.0,203729.0,Delaware,1954.0,104.26253838280451
DE,total,2005.0,845150.0,Delaware,1954.0,432.52302968270214
DE,under18,2005.0,201988.0,Delaware,1954.0,103.37154554759468
DE,total,2008.0,883874.0,Delaware,1954.0,452.3408393039918
DE,under18,2008.0,206116.0,Delaware,1954.0,105.48413510747186
DE,total,2007.0,871749.0,Delaware,1954.0,446.1356192425793
DE,under18,2007.0,205155.0,Delaware,1954.0,104.99232343909928
DE,under18,2013.0,203558.0,Delaware,1954.0,104.17502558853633
DE,total,2013.0,925749.0,Delaware,1954.0,473.7712384851587
DE,total,2009.0,891730.0,Delaware,1954.0,456.3613101330604
DE,under18,2009.0,206213.0,Delaware,1954.0,105.53377686796316
DE,under18,2010.0,205478.0,Delaware,1954.0,105.15762538382805
DE,total,2010.0,899711.0,Delaware,1954.0,460.4457523029683
DE,under18,2011.0,204801.0,Delaware,1954.0,104.81115660184237
DE,total,2011.0,907985.0,Delaware,1954.0,464.6801432958035
DE,under18,2012.0,204586.0,Delaware,1954.0,104.70112589559878
DE,total,2012.0,917053.0,Delaware,1954.0,469.32088024564996
DC,under18,2012.0,107642.0,District of Columbia,68.0,1582.9705882352941
DC,total,2012.0,633427.0,District of Columbia,68.0,9315.10294117647
DC,under18,2011.0,103906.0,District of Columbia,68.0,1528.0294117647059
DC,total,2011.0,619624.0,District of Columbia,68.0,9112.117647058823
DC,under18,2010.0,101309.0,District of Columbia,68.0,1489.8382352941176
DC,total,2010.0,605125.0,District of Columbia,68.0,8898.89705882353
DC,under18,2013.0,111474.0,District of Columbia,68.0,1639.3235294117646
DC,total,2013.0,646449.0,District of Columbia,68.0,9506.60294117647
DC,total,2009.0,592228.0,District of Columbia,68.0,8709.235294117647
DC,under18,2009.0,102098.0,District of Columbia,68.0,1501.4411764705883
DC,total,2007.0,574404.0,District of Columbia,68.0,8447.117647058823
DC,under18,2007.0,104126.0,District of Columbia,68.0,1531.264705882353
DC,total,2008.0,580236.0,District of Columbia,68.0,8532.882352941177
DC,under18,2008.0,102257.0,District of Columbia,68.0,1503.7794117647059
DC,total,2005.0,567136.0,District of Columbia,68.0,8340.235294117647
DC,under18,2005.0,107187.0,District of Columbia,68.0,1576.2794117647059
DC,total,2006.0,570681.0,District of Columbia,68.0,8392.367647058823
DC,under18,2006.0,105651.0,District of Columbia,68.0,1553.6911764705883
DC,total,2003.0,568502.0,District of Columbia,68.0,8360.323529411764
DC,under18,2003.0,111403.0,District of Columbia,68.0,1638.2794117647059
DC,total,2004.0,567754.0,District of Columbia,68.0,8349.323529411764
DC,under18,2004.0,109756.0,District of Columbia,68.0,1614.0588235294117
DC,total,2001.0,574504.0,District of Columbia,68.0,8448.588235294117
DC,under18,2001.0,114625.0,District of Columbia,68.0,1685.6617647058824
